141cac7f-c0dd-4cfd-b609-110b569e92a5,40189,away_team,28422,DEFENSIVE_REBOUND,4,0:00,62,65,661
9118f9e6-a5c4-41bd-9887-30a2cd0c9540,40189,away_team,58134,GET_IN_THE_COURT,4,0:03,62,65,661
c79e0b58-f2f1-4ad7-b36d-787fce6f248e,40189,away_team,28420,GET_IN_THE_COURT,4,0:03,62,65,661
97474175-c955-4028-8567-2c4ec27b5496,40189,away_team,58135,GET_OUT_THE_COURT,4,0:03,62,65,661
0e6aca7d-a171-4649-a811-224ecaefdf00,40189,home_team,58164,THREE_POINT_MISSED,4,0:02,62,65,657
f7fdb1f7-1631-4d5b-89f6-8db6a283f3bb,40189,away_team,28422,FREE_THROW_MADE,4,0:03,62,65,661
f33e7569-c8e6-4c6f-a35c-3825a98e2320,40189,away_team,28422,FREE_THROW_MADE,4,0:03,62,64,661
b7dfe85a-581a-4ec4-ad92-65e72fdb911e,40189,away_team,28422,PERSONAL_FOUL_RECEIVED,4,0:03,62,63,661
752d18b2-912d-40ca-840b-52bdcba4ff8d,40189,away_team,58135,DEFENSIVE_REBOUND,4,0:10,62,63,661
9969738e-469a-46ad-a4d0-cbb80173eba3,40189,away_team,28422,TWO_POINT_MISSED,4,0:33,62,63,661
8f2e55a3-68a4-477a-a289-6641131cd76d,40189,home_team,58166,THREE_POINT_MISSED,4,0:14,62,63,657
29996f60-b332-4935-859a-438fffe148eb,40189,home_team,58164,DEFENSIVE_REBOUND,4,0:29,62,63,657
a41ba269-dda8-47e0-aab8-fe0660772909,40189,away_team,28422,ASSIST,4,1:07,60,63,661
d9c865b0-8624-475c-bbc9-56ac648e62d1,40189,away_team,58132,THREE_POINT_MADE,4,1:07,60,63,661
bf2aa99b-08d5-44a0-84da-5b087ef01504,40189,away_team,28422,DEFENSIVE_REBOUND,4,1:23,60,60,661
fe5908e6-2b60-4a55-ab79-29802cbab99b,40189,away_team,58130,TURNOVER,4,1:36,60,60,661
942d942f-7fbd-49d7-aa58-dd1fbd4cf181,40189,away_team,58132,GET_IN_THE_COURT,4,1:57,60,60,661
7d6bdf84-1bef-4fe0-a12e-6752c5c9b612,40189,away_team,28420,GET_OUT_THE_COURT,4,1:57,60,60,661
ad19daf5-401a-4e7e-b3e0-cdc07e721568,40189,home_team,58163,STEAL,4,1:36,60,60,657
c9acdee5-ab3c-4768-abfe-3720c90d6548,40189,home_team,58166,FREE_THROW_MADE,4,1:57,60,60,657
c7ee27ac-92f4-4b3d-86fe-a2c7bd50614a,40189,home_team,58166,FREE_THROW_MADE,4,1:57,59,60,657
98ea4494-7d93-4952-a1fd-686f4c207753,40189,away_team,28420,PERSONAL_FOUL,4,1:57,58,60,661
41796ae8-4f76-4313-8eab-361eef612dbd,40189,away_team,58135,THREE_POINT_MISSED,4,2:02,58,60,661
d359bf57-fe18-4121-9b3f-6a9fc2b6c8f1,40189,home_team,58166,PERSONAL_FOUL_RECEIVED,4,1:57,58,60,657
8437eeba-2fed-4066-99db-df9eb0b5ae63,40189,home_team,58164,FREE_THROW_MADE,4,2:23,58,60,657
a891e719-98fc-40b7-91db-f116bf904251,40189,home_team,58164,FREE_THROW_MADE,4,2:23,57,60,657
dbaf2a56-77f1-46d8-8a04-d42ffd33b535,40189,away_team,28422,PERSONAL_FOUL,4,2:23,56,60,661
477cdd6c-daed-4adc-a45c-054143121977,40189,away_team,28422,TWO_POINT_MISSED,4,2:46,56,60,661
1fea7753-0bdb-474f-aab0-c4930f784052,40189,home_team,58164,PERSONAL_FOUL_RECEIVED,4,2:23,56,60,657
4597dc6c-4ed4-4108-8160-181b69e539df,40189,home_team,58164,GET_IN_THE_COURT,4,3:01,56,60,657
ce89754e-c19d-458b-843a-670ebbe467b4,40189,home_team,58166,GET_IN_THE_COURT,4,3:01,56,60,657
cbb44587-4690-4f0a-a030-1ca2e1bbf2da,40189,home_team,28470,GET_OUT_THE_COURT,4,3:01,56,60,657
26b622ca-9394-4723-9be2-b7ca9de03d94,40189,home_team,58167,GET_OUT_THE_COURT,4,3:01,56,60,657
2f931fd5-a164-4bcb-9fdb-9e0f1a988f43,40189,away_team,58135,THREE_POINT_MADE,4,3:34,54,60,661
ad9b9282-6baa-4bf1-9db9-9e1154b131a7,40189,away_team,28420,PERSONAL_FOUL,4,3:59,54,57,661
60b96590-848a-4d95-b5a8-e7865306de3c,40189,away_team,28420,ASSIST,4,4:12,54,57,661
e401aadc-3f21-437e-96ca-3f73ec70e503,40189,away_team,28422,TWO_POINT_MADE,4,4:12,54,57,661
2a1280f8-44ea-4b32-b864-2163f3453860,40189,home_team,58163,TURNOVER,4,3:47,54,57,657
721e5110-64b6-41d9-be08-7ab42317b9d6,40189,home_team,58163,PERSONAL_FOUL_RECEIVED,4,3:59,54,57,657
991c5b0d-387b-4493-853f-5fd30a13bb37,40189,away_team,58135,STEAL,4,4:29,54,55,661
bde61890-b176-4848-a61b-3fa4094fe346,40189,away_team,58135,PERSONAL_FOUL,4,4:36,54,55,661
ec523497-cc88-48a7-9719-0a6350622b8d,40189,away_team,28422,FREE_THROW_MADE,4,4:50,54,55,661
b1f45bbb-78cd-4bdd-8738-454007f69b17,40189,away_team,28422,FREE_THROW_MADE,4,4:50,54,54,661
02d989ff-6142-4e8b-81f6-a000ee11949b,40189,away_team,28422,PERSONAL_FOUL_RECEIVED,4,4:50,54,53,661
